every_date,cat,query,answer,correct,boundary,cluster
2024-06-12,B,报告指出哪些因素是推动酒店业绩增长的主要动力？,酒店业绩的主要驱动因素从2023年的RevPAR高增叠加规模扩张，转向2024Q1的拓店增长。,0,0,6
2024-06-13,B,报告中对餐饮行业的营收增长有何评论？,报告中提到的主要餐饮公司的营收增长符合预期。,1,0,7
2024-06-14,B,报告中如何描述酒店板块的商旅需求？,报告中提到的酒店板块的商旅需求相对承压。,0,0,6
2024-06-15,B,报告中对餐饮板块的同店销售表现有何评价？,报告中提到的餐饮板块的同店表现相对韧性。,1,0,7
2024-06-16,B,报告给出了哪些投资建议？,报告中的投资建议包括关注新开直营店经营数据提升、海外酒店资产盈利能力优化等因素，并建议关注特定的酒店和餐饮公司。,0,0,4
2024-06-17,B,报告中提到了哪些潜在风险？,报告中提到的风险提示包括拓店不及预期、商旅需求修复不及预期、直营店爬坡不及预期。,1,0,4
2024-06-18,B,报告中对酒店板块的业绩表现有何分析？,报告中提到的酒店板块的业绩端表现相对分化。,0,0,6
2024-06-19,B,报告中提到哪些因素会影响餐饮板块的盈利水平？,报告中提到的餐饮板块的盈利水平受新店爬坡、折扣活动力度加大、客单价下滑等因素影响。,0,0,7
2024-06-20,B,报告中对酒店板块的RevPAR增长有何评论？,报告中提到的酒店板块的RevPAR增长相对乏力。,0,0,6
2024-06-21,B,报告中对餐饮板块的龙头品牌的表现有何评价？,报告中提到的餐饮板块的龙头品牌同店表现相对韧性。,1,0,7
2024-06-21,B,报告中对酒店板块的新开店情况有何描述？,报告中提到的酒店板块的新开店带动了营收增长。,1,0,6
2024-06-21,B,酒店餐饮板块最近12个月的市场表现如何？,酒店餐饮板块上涨7%，而沪深300指数下跌3%,1,0,2
2024-06-21,B,分析师刘洋对酒店餐饮行业的投资评级是什么？,看好(维持),0,1,2
2024-06-22,B,酒店餐饮行业报告中提到的最近12个月市场表现包括哪些内容？,包括酒店餐饮板块和沪深300指数的市场表现对比,1,0,2
2024-06-22,B,酒店餐饮行业报告中提到的相关报告有哪些？,包括《五一预期带动板块情绪，茶饮品牌集中赴港 IPO》等,0,0,2
2024-06-22,B,酒店餐饮行业报告中提到的酒店板块2023年和2024年一季度的营收主要驱动因素是什么？,2023年是RevPAR高增叠加规模扩张，2024年一季度是拓店增长,1,0,2
2024-06-22,B,酒店餐饮行业报告中提到的餐饮板块的主要餐饮公司营收增长情况如何？,符合预期，龙头餐饮品牌同店表现相对韧性,0,0,2
2024-06-22,B,酒店餐饮行业报告中提到的投资建议涉及哪些酒店？,包括华住集团、君亭酒店、锦江酒店等,0,0,2
2024-06-23,B,酒店餐饮行业报告中提到的投资建议涉及哪些餐饮公司？,包括海底捞、百胜中国等,0,0,2
2024-06-23,B,酒店餐饮行业报告中提到的风险提示包括哪些内容？,包括拓店不及预期、商旅需求修复不及预期、直营店爬坡不及预期等,1,0,2
2024-06-24,B,酒店餐饮行业报告中提到的酒店板块的商旅需求情况如何？,相对承压，商旅型酒店集团营收主要由规模增长带动,1,0,2
2024-06-24,B,酒店餐饮行业报告中提到的餐饮板块的同店增速情况如何？,关注同店增速拐点，看好持续扩张能力,1,0,2
2024-06-24,B,酒店餐饮行业报告中提到的酒店板块的RevPAR增长情况如何？,供给回流、去年高基数下，行业大盘相对承压,0,0,2
2024-06-24,B,酒店餐饮行业报告中提到的餐饮板块的营收增长是否符合预期？,是的，主要餐饮公司营收增长符合预期,1,0,2
2024-06-24,B,酒店餐饮行业报告中提到的酒店板块的业绩端表现如何？,相对分化，新开直营店影响首旅酒店、君亭酒店利润弹性,0,0,2
2024-06-24,B,酒店餐饮行业报告中提到的餐饮板块的龙头餐饮品牌表现如何？,同店表现相对韧性，但受新开店爬坡以及产品折扣活动力度加大影响，导致利润端有所波动,1,0,2
2024-06-25,B,酒店餐饮行业报告中提到的华住集团的2024年一季度营收是多少？,40.85亿元,0,0,6
2024-06-25,B,酒店餐饮行业报告中提到的君亭酒店的2023年营收是多少？,5.34亿元,0,0,9
2024-06-25,B,酒店餐饮行业报告中提到的锦江酒店的2023年营收是多少？,146.49亿元,0,0,9
2024-06-25,B,酒店餐饮行业报告中提到的首旅酒店的2023年营收是多少？,77.93亿元,1,0,9
2024-06-26,B,酒店餐饮行业报告中提到的广州酒家的2023年营收是多少？,49.01亿元,0,0,9
2024-06-26,B,酒店餐饮行业报告中提到的百胜中国的2023年营收是多少？,790.42亿元,0,0,9
2024-06-26,B,酒店餐饮行业报告中提到的海底捞的2023年营收是多少？,416.22亿元,0,0,9
2024-06-26,B,酒店餐饮行业报告中提到的华住集团的2024年一季度营收同比增长率是多少？,3.243,0,0,6
